qid	theme	question	score	confidence	current_source	current_justification	old_source	old_justification
54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	3	3	https://lafrancehumaniste.fr/articles/un-nouveau-monde-du-travail.html	Accord très fort : La France Humaniste défend une économie productive avec un État stratège, une protection sociale rénovée et des mécanismes de marché encadrés lorsque l’intérêt collectif l’exige. Pour LFH, sur Q54 (« L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lafrancehumaniste.fr/articles/le-sursaut-budgetaire.html	Accord fort : codage fondé sur les documents officiels retenus pour le thème « État / entreprises ». Niveau de preuve : position ou mesure explicitement documentée.
56	Immigration / régularisation	Un étranger en situation irrégulière qui travaille de façon stable en France depuis plusieurs années et n’a commis aucun délit devrait pouvoir être régularisé, même s’il est entré ou est resté sur le territoire sans autorisation.	0	2	https://lafrancehumaniste.fr/articles/la-france-face-au-piege-identitaire.html	Position intermédiaire : La France Humaniste adopte une ligne humaniste sur l’immigration et critique le durcissement identitaire, mais aucune proposition suffisamment précise n’a été identifiée sur la régularisation d’un travailleur en situation irrégulière selon les critères de la question.	https://lafrancehumaniste.fr/articles/la-france-face-au-piege-identitaire.html	Position non tranchée : La France Humaniste adopte une ligne humaniste sur l’immigration et critique le durcissement identitaire, mais aucune proposition suffisamment précise n’a été identifiée sur la régularisation d’un travailleur en situation irrégulière selon les critères de la question.
64	Libertés / expression	Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être protégée par la liberté d'expression.	2	3	https://lafrancehumaniste.fr/articles/la-lutte-antiterroriste.html	Accord net : La France Humaniste revendique un humanisme universaliste, la liberté individuelle, la dignité et un cadre républicain commun plutôt qu’une politique d’assignation identitaire. Pour LFH, sur Q64 (« Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://lafrancehumaniste.fr/articles/la-lutte-antiterroriste.html	Accord net : codage fondé sur les documents officiels retenus pour le thème « Libertés / expression ». Niveau de preuve : position ou mesure explicitement documentée.
66	Sécurité	Lorsqu’un conducteur refuse d’obtempérer et prend la fuite, les policiers devraient pouvoir utiliser leur arme à feu même si le danger pour leur vie n’est pas immédiat.	-1	2	https://lafrancehumaniste.fr/articles/la-lutte-antiterroriste.html	Réserve modérée : La France Humaniste défend l’autorité de l’État et l’ordre républicain tout en maintenant une forte exigence de proportionnalité, d’État de droit et de protection des libertés. Pour LFH, sur Q66 (« Lorsqu’un conducteur refuse d’obtempérer et prend la fuite, les policiers devraient pouvoir utiliser leur arme à feu même si le danger pour leur vie… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://lafrancehumaniste.fr/articles/la-lutte-antiterroriste.html	Réserve : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
69	Écologie	Il faut privilégier le nucléaire même si cela conduit à réduire certains investissements dans les renouvelables.	0	2	https://lafrancehumaniste.fr/articles/pourquoi-je-suis-ecogaulliste.html	Position intermédiaire : La France Humaniste défend le nucléaire comme composante importante du mix électrique tout en soutenant aussi les renouvelables ; aucune priorité générale au nucléaire au prix d'une réduction des investissements renouvelables n'est établie.	https://lafrancehumaniste.fr/articles/pourquoi-je-suis-ecogaulliste.html	Position équilibrée : La France Humaniste défend le nucléaire comme composante importante du mix électrique tout en soutenant aussi les renouvelables ; aucune priorité générale au nucléaire au prix d'une réduction des investissements renouvelables n'est établie.
71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	1	3	https://lafrancehumaniste.fr/articles/pourquoi-je-suis-ecogaulliste.html	Accord modéré : La France Humaniste défend l’idée que la France peut agir et entraîner d’autres pays sans attendre une action mondiale parfaitement coordonnée, mais ne préconise pas explicitement d’accepter une perte de 3 % de PIB si les autres pays ne font aucun effort comparable : +1.	https://lafrancehumaniste.fr/articles/pourquoi-je-suis-ecogaulliste.html	Accord léger : La France Humaniste défend l’idée que la France peut agir et entraîner d’autres pays sans attendre une action mondiale parfaitement coordonnée, mais ne préconise pas explicitement d’accepter une perte de 3 % de PIB si les autres pays ne font aucun effort comparable : +1.
72	Institutions	Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées d'experts plutôt qu'aux responsables politiques élus.	-1	2	https://lafrancehumaniste.fr/articles/chemin-gaulliste.html	Réserve modérée : Dominique de Villepin refuse un gouvernement technocratique soustrait à la responsabilité politique, tout en accordant une place importante à l'expertise et aux institutions compétentes ; le désaccord n'est donc pas absolu.	https://lafrancehumaniste.fr/articles/chemin-gaulliste.html	Désaccord modéré : Dominique de Villepin refuse un gouvernement technocratique soustrait à la responsabilité politique, tout en accordant une place importante à l'expertise et aux institutions compétentes ; le désaccord n'est donc pas absolu.
76	Institutions	Le président de la République devrait disposer de davantage de pouvoirs pour pouvoir mettre en œuvre un programme pendant cinq ans sans être constamment bloqué par le Parlement.	-1	3	https://lafrancehumaniste.fr/articles/chemin-gaulliste.html	Réserve modérée : Dominique de Villepin refuse un président gouvernant seul contre le Parlement, mais reste attaché à une présidence forte d'arbitrage, d'impulsion et de dernier recours ; le désaccord avec un renforcement présidentiel reste donc limité.	https://lafrancehumaniste.fr/articles/chemin-gaulliste.html	Désaccord modéré : Dominique de Villepin refuse un président gouvernant seul contre le Parlement, mais reste attaché à une présidence forte d'arbitrage, d'impulsion et de dernier recours ; le désaccord avec un renforcement présidentiel reste donc limité.
81	Santé / accès aux soins	Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les zones déjà bien dotées afin d'encourager leur installation dans les déserts médicaux.	0	2	https://lafrancehumaniste.fr/articles/protection-sociale.html	Position intermédiaire : La France Humaniste veut lutter contre les déserts médicaux et augmenter l'offre de soins, mais aucune position suffisamment précise n'établit un soutien ou un rejet du conventionnement sélectif dans les zones déjà bien dotées.	https://lafrancehumaniste.fr/articles/protection-sociale.html	Position non tranchée : La France Humaniste veut lutter contre les déserts médicaux et augmenter l'offre de soins, mais aucune position suffisamment précise n'établit un soutien ou un rejet du conventionnement sélectif dans les zones déjà bien dotées.
83	Santé / hôpital	Il faut accepter de fermer ou regrouper certaines petites maternités et certains services d'urgence afin de concentrer les équipes et les équipements dans des établissements plus importants.	0	2	https://lafrancehumaniste.fr/articles/protection-sociale.html	Position intermédiaire : La France Humaniste défend à la fois l'accès territorial aux soins et une réorganisation plus efficace des établissements ; aucune position suffisamment précise ne permet de conclure à un soutien aux fermetures ou regroupements de petites maternités et urgences.	https://lafrancehumaniste.fr/articles/protection-sociale.html	Position non tranchée : La France Humaniste défend à la fois l'accès territorial aux soins et une réorganisation plus efficace des établissements ; aucune position suffisamment précise ne permet de conclure à un soutien aux fermetures ou regroupements de petites maternités et urgences.
88	Défense / dissuasion nucléaire	La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer.	3	3	https://lafrancehumaniste.fr/articles/moment-europeen-europe-souveraine.html	Accord très fort : Dominique de Villepin défend une Europe souveraine fondée sur la coopération, la mutualisation et des politiques communes plus fortes, tout en préservant un rôle central aux États. Pour LFH, sur Q88 (« La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lafrancehumaniste.fr/articles/moment-europeen-europe-souveraine.html	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Défense / dissuasion nucléaire ». Niveau de preuve : position ou mesure explicitement documentée.
89	Santé / fin de vie	Une personne majeure atteinte d'une maladie grave et incurable provoquant des souffrances insupportables devrait pouvoir recevoir une aide médicale à mourir dans un cadre strictement contrôlé.	1	1	https://lafrancehumaniste.fr/articles/protection-sociale.html	Accord modéré : La France Humaniste revendique un humanisme universaliste, la liberté individuelle, la dignité et un cadre républicain commun plutôt qu’une politique d’assignation identitaire. Pour LFH, sur Q89 (« Une personne majeure atteinte d'une maladie grave et incurable provoquant des souffrances insupportables devrait pouvoir recevoir une aide médicale à… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://lafrancehumaniste.fr/articles/protection-sociale.html	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Santé / fin de vie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
93	Numérique / intelligence artificielle	Les administrations publiques devraient privilégier des modèles d'intelligence artificielle hébergés en Europe, même s'ils sont temporairement moins performants ou plus coûteux que leurs concurrents étrangers.	2	3	https://lafrancehumaniste.fr/articles/protection-sociale.html	Accord net : Dominique de Villepin défend une protection sociale forte mais rénovée, un État stratège et des services essentiels accessibles, avec une attention à leur soutenabilité financière. Pour LFH, sur Q93 (« Les administrations publiques devraient privilégier des modèles d'intelligence artificielle hébergés en Europe, même s'ils sont temporairement moins… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://lafrancehumaniste.fr/articles/ia-pouvoir-de-dire-non-monopole-americain.html	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Numérique / intelligence artificielle ». Niveau de preuve : position ou mesure explicitement documentée.
